Created.Date,Agency.Name,Complaint.Type,Descriptor,Location.Type,Incident.Zip,Incident.Address,Borough,Latitude,Longitude,location,complain
12/23/13 14:01,HRA,Request for Information,Budget Letter Request,,,,Unspecified,NA,NA,0,5
3/5/13 20:55,Department of Transportation,Street Light Condition,Street Light Out,,10301,241 FILLMORE STREET,STATEN ISLAND,40.64330628,-74.09670414,0,2
1/26/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10452,1165 SHAKESPEARE AVENUE,BRONX,40.83584386,-73.92351358,1,1
7/23/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,11226,108 EAST 28 STREET,BROOKLYN,40.64646282,-73.95103485,1,2
5/4/13 18:55,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,10312,196 SHOTWELL AVENUE,STATEN ISLAND,40.55230453,-74.18119079,0,2
9/2/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10463,3415 CORLEAR AVENUE,BRONX,40.88316765,-73.90463583,1,1
12/16/13 0:00,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,11213,1187 EASTERN PARKWAY,BROOKLYN,40.66870342,-73.92923856,1,1
11/8/13 0:00,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,RESIDENTIAL BUILDING,11225,75 HAWTHORNE STREET,BROOKLYN,40.65737607,-73.95795401,1,1
2/17/13 10:59,Department of Environmental Protection,Water System,Dirty Water (WE),,,57-55 156 ST,QUEENS,NA,NA,0,1
11/30/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11201,296 CLINTON STREET,BROOKLYN,40.6868516,-73.99600484,1,1
2/13/13 0:00,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-SUPPLY,RESIDENTIAL BUILDING,11374,98-10 64 AVENUE,QUEENS,40.73042782,-73.85801043,1,1
10/21/13 0:00,Department of Housing Preservation and Development,PLUMBING,BATHTUB,RESIDENTIAL BUILDING,10016,134 EAST 36 STREET,MANHATTAN,40.74777245,-73.97902066,1,1
2/12/13 14:20,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,Street,11204,,BROOKLYN,40.61782009,-73.99151726,3,3
10/3/13 13:23,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11218,,BROOKLYN,40.6532286,-73.97699616,0,1
6/10/13 7:54,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10467,,BRONX,40.88024137,-73.86324863,0,1
2/26/13 15:26,P - Brooklyn and Staten Island,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,10309,123 BAYVIEW AVENUE,STATEN ISLAND,40.5222967,-74.20491716,3,2
2/11/13 20:53,Department of Transportation,Street Sign - Dangling,One Way,Street,11385,,QUEENS,40.70544562,-73.8677658,3,5
3/9/13 15:34,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10467, TRYON AVENUE,BRONX,40.88104406,-73.87652233,3,5
8/10/13 18:18,Department of Transportation,Broken Muni Meter,No Receipt,Street,10010, EAST 26 STREET,MANHATTAN,40.74311034,-73.98739812,3,3
1/28/13 14:29,Department of Transportation,Street Light Condition,Street Light Out,,10308,,STATEN ISLAND,40.54321772,-74.1498384,0,2
5/31/13 11:32,Queens West 03,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11368,,QUEENS,40.7578241,-73.86099852,3,2
4/16/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,10025,941 WEST END AVENUE,MANHATTAN,40.80177826,-73.96850004,1,1
5/19/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11203,434 SCHENECTADY AVENUE,BROOKLYN,40.66324445,-73.93455012,1,4
8/14/13 10:06,Department of Health and Mental Hygiene,Indoor Air Quality,Ventilation,3+ Family Apartment Building,10024,118 RIVERSIDE DRIVE,MANHATTAN,40.7882659,-73.98072685,1,5
7/8/13 9:29,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,10457,,BRONX,NA,NA,2,5
1/7/13 20:30,BCC - Brooklyn South,Derelict Vehicles,14 Derelict Vehicles,Street,11226,,BROOKLYN,40.64420101,-73.96594032,3,2
1/25/13 12:04,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,101-19 39 AVENUE,QUEENS,40.75025281,-73.86454048,3,3
11/29/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10029,124 EAST 107 STREET,MANHATTAN,40.79318186,-73.94643062,1,1
3/11/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10466,763 EAST 223 STREET,BRONX,40.88583599,-73.85946146,1,1
10/7/13 14:43,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,Unspecified,NA,NA,0,4
12/8/13 17:04,BCC - Staten Island,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10314,411 PURDY AVENUE,STATEN ISLAND,40.60978706,-74.1415529,3,4
5/29/13 12:13,A - Queens,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11432,180-25 ABERDEEN ROAD,QUEENS,40.72061415,-73.78620812,3,2
7/25/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11435,145-17 105 AVENUE,QUEENS,40.69307102,-73.80676098,1,4
5/24/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11692,57-07 SHOREFRONT PARKWAY,QUEENS,40.58965471,-73.78617013,1,1
1/16/13 8:55,Department of Transportation,Street Condition,Failed Street Repair,Street,10304,67 CEBRA AVENUE,STATEN ISLAND,40.63321786,-74.08443984,3,3
12/12/13 13:39,Department of Transportation,Street Light Condition,Street Light Out,,11208,,BROOKLYN,40.6648952,-73.87594202,0,2
7/29/13 0:00,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10453,1905 ANDREWS AVENUE,BRONX,40.85413314,-73.91368195,1,2
10/7/13 0:00,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10304,23 METCALFE STREET,STATEN ISLAND,40.61625111,-74.08604285,1,1
1/1/13 16:11,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10305,154 VERMONT AVENUE,STATEN ISLAND,40.61379697,-74.07034306,0,2
7/22/13 13:48,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11420,114-48 127 ST,QUEENS,40.67988998,-73.81302926,0,1
1/9/13 10:57,DOB Inspections - Queens,Construction,Initial - Construction,Street Address,11432,159-09 84 AVENUE,QUEENS,40.71457259,-73.80618281,4,5
12/8/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10304,27 METCALFE STREET,STATEN ISLAND,40.61621826,-74.08593475,1,1
2/22/13 19:42,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10028,120 EAST 86 STREET,MANHATTAN,40.77976975,-73.95625188,2,5
5/15/13 18:55,Department of Transportation,Sidewalk Condition,Metal Protruding - Sign Stump,Sidewalk,11354,30-48 LINDEN PLACE,QUEENS,40.77018483,-73.83292462,3,5
6/24/13 0:00,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10027,142 WEST 127 STREET,MANHATTAN,40.80960602,-73.94581413,1,2
1/9/13 12:48,Department of Transportation,Street Light Condition,Street Light Out,,11224,,BROOKLYN,40.57704867,-74.01073104,0,2
9/30/13 13:35,Department of Finance,DOF Literature Request,SCRIE - Application for Seniors Not Enrolled - English,,,,Unspecified,NA,NA,0,4
9/25/13 17:32,BCC - Brooklyn North,Sanitation Condition,22 Weeds,Sidewalk,11210,931 EAST 35 STREET,BROOKLYN,40.63234256,-73.94275878,3,2
8/19/13 0:00,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10468,2474 DAVIDSON AVENUE,BRONX,40.86344733,-73.90172847,1,1
10/16/13 15:37,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11209,575 80 STREET,BROOKLYN,40.62473509,-74.02240684,3,2
10/29/13 20:43,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11209,55 89 STREET,BROOKLYN,40.62292751,-74.03847964,3,3
10/30/13 8:01,Department of Transportation,Street Condition,Wear & Tear,,11229,2350 OCEAN AVENUE,BROOKLYN,40.60458613,-73.95240885,0,3
6/17/13 0:18,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10027,3155 BROADWAY,MANHATTAN,40.81453554,-73.95914444,2,2
5/23/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10467,3459 DEKALB AVENUE,BRONX,40.88161703,-73.88111398,1,4
10/15/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10467,2912 CRUGER AVENUE,BRONX,40.86842072,-73.86623411,1,1
3/3/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10459,941 HOE AVENUE,BRONX,40.82193705,-73.89032552,1,1
7/27/13 15:58,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,,BROOKLYN,40.6868654,-73.96446902,3,5
11/15/13 0:00,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11213,874 MONTGOMERY STREET,BROOKLYN,40.66456815,-73.93581041,1,2
1/29/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,CABINETS,RESIDENTIAL BUILDING,11203,3506 NEWKIRK AVENUE,BROOKLYN,40.64029448,-73.94330325,1,2
12/27/13 18:50,Department of Transportation,Street Sign - Missing,"No Parking, Standing, Stopping",Street,10019, 8 AVENUE,MANHATTAN,40.76510358,-73.98405473,3,5
4/12/13 18:41,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10312,,STATEN ISLAND,40.54427501,-74.20307399,0,1
5/8/13 5:16,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11411,117-01 SPRINGFIELD BOULEVARD,QUEENS,40.6960932,-73.74362117,2,2
2/8/13 13:33,Department of Transportation,Traffic Signal Condition,Controller,,11235,,BROOKLYN,40.59110276,-73.96514287,0,3
11/13/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,10467,708 EAST 215 STREET,BRONX,40.88036551,-73.86378358,1,2
4/28/13 2:11,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,11101,27-03 42 ROAD,QUEENS,40.74935638,-73.9403917,0,3
1/19/13 11:15,BCC - Staten Island,Derelict Vehicles,14 Derelict Vehicles,Street,10308,90 SANDALWOOD DRIVE,STATEN ISLAND,40.56152189,-74.14634885,3,2
2/17/13 8:10,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11237,398 LINDEN STREET,BROOKLYN,40.70091789,-73.91198692,3,3
10/26/13 16:54,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10022,,MANHATTAN,40.75487621,-73.96852222,0,1
2/21/13 12:24,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10019,,MANHATTAN,40.76296785,-73.98189293,0,3
2/18/13 10:57,BCC - Staten Island,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10305,915 FATHER CAPODANNO BOULEVARD,STATEN ISLAND,40.57424776,-74.08562158,3,4
4/12/13 12:50,Department of Consumer Affairs,Consumer Complaint,Contract Dispute,,11373,79-00 QUEENS BOULEVARD,QUEENS,40.73814568,-73.88468621,0,2
8/8/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10458,361 EAST 188 STREET,BRONX,40.86016587,-73.89379447,1,1
4/18/13 19:57,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,1564 EAST 31 STREET,BROOKLYN,40.6146223,-73.94297928,3,3
12/22/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11214,8020 BAY PARKWAY,BROOKLYN,40.60516925,-73.99047088,1,1
9/16/13 13:55,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11423,88-23 204 STREET,QUEENS,40.71987795,-73.76079176,0,2
8/14/13 20:49,Department of Transportation,Highway Condition,Pothole - Highway,Highway,10454,,BRONX,40.80433363,-73.91826528,3,5
1/9/13 17:32,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11357,23-08 143 STREET,QUEENS,40.77787882,-73.825832,3,2
8/18/13 20:28,BCC - Staten Island,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10312,,STATEN ISLAND,40.53304851,-74.17119524,3,2
7/10/13 10:27,BCC - Brooklyn North,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11206,,BROOKLYN,40.71093538,-73.93546638,3,2
8/13/13 18:53,Department of Transportation,Broken Muni Meter,No Receipt,Street,10023,,MANHATTAN,40.77792945,-73.98208023,3,3
7/3/13 8:36,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11210,1223 EAST 24 STREET,BROOKLYN,40.62063731,-73.95152208,0,1
7/2/13 13:40,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,E15 Illegal Postering,Sidewalk,10032,,MANHATTAN,40.83593224,-73.94351237,3,2
2/13/13 0:00,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10002,675 WATER STREET,MANHATTAN,40.71144607,-73.98173018,1,1
7/29/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10453,2015 CRESTON AVENUE,BRONX,40.85203251,-73.90548655,1,2
7/9/13 14:18,BCC - Brooklyn South,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,11204,,BROOKLYN,40.61913199,-73.99018072,3,5
7/28/13 16:12,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,10001,,MANHATTAN,40.74600385,-73.99426178,3,3
10/20/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11355,142-09 45 AVENUE,QUEENS,40.75348389,-73.8189586,1,1
1/30/13 10:50,DOB Inspections - Queens,Construction,Initial - Construction,Street Address,11101,46-33 VERNON BOULEVARD,QUEENS,40.74600538,-73.95299352,4,5
4/4/13 1:11,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11235,210 BRIGHTON 15 ST,BROOKLYN,40.57627745,-73.95537723,0,1
5/5/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10032,2244 AMSTERDAM AVENUE,MANHATTAN,40.84204591,-73.9353428,1,1
11/6/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,11434,168-10 127 AVENUE,QUEENS,40.67806305,-73.77388469,1,1
10/4/13 10:46,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,,10023,160 WEST 62 STREET,MANHATTAN,40.77178166,-73.9850532,0,2
12/29/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,11226,179 LINDEN BOULEVARD,BROOKLYN,40.65254011,-73.95184487,1,1
12/12/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10009,122 1 AVENUE,MANHATTAN,40.72718781,-73.98557191,1,1
1/3/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11217,730 SACKETT STREET,BROOKLYN,40.67726254,-73.98061832,1,1
12/17/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10034,55 COOPER STREET,MANHATTAN,40.86804163,-73.92297398,1,1
2/19/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,10302,53 NEWARK AVENUE,STATEN ISLAND,40.63679003,-74.14402061,1,2
8/12/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10128,159 EAST 92 STREET,MANHATTAN,40.78306732,-73.95220906,1,4
1/26/13 14:07,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Sidewalk Consultation,Street,11418,87-67 115 STREET,QUEENS,40.69825152,-73.83383698,3,5
10/24/13 10:42,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,On Site Test,Street Address,10022,460 PARK AVENUE,MANHATTAN,40.76178255,-73.97063791,4,5
12/7/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11378,53-13 46 STREET,QUEENS,40.73218492,-73.9215795,1,1
5/13/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,GAS,RESIDENTIAL BUILDING,10468,2277 ANDREWS AVENUE NORTH,BRONX,40.86095467,-73.90780566,1,2
1/9/13 10:36,Department of Consumer Affairs,Consumer Complaint,Unlicensed,,10471,220 WEST 242 STREET,BRONX,40.88956351,-73.89903879,0,2
3/30/13 17:03,Department of Transportation,Broken Muni Meter,No Receipt,Street,10016,,MANHATTAN,40.74409122,-73.97634767,3,3
2/15/13 0:00,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Mixed Use Building,10032,590 WEST 172 STREET,MANHATTAN,40.84334542,-73.93763296,1,2
1/28/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10462,1666 PARKER STREET,BRONX,40.83957586,-73.85212875,1,1
12/28/13 11:38,Department of Transportation,DOT Literature Request,2014 Alternate Side Parking Calendar - English,,,,Unspecified,NA,NA,0,5
4/8/13 8:50,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11101,46-16 27 STREET,QUEENS,40.74420447,-73.94036022,3,5
5/18/13 0:00,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-SUPPLY,RESIDENTIAL BUILDING,11374,98-10 64 AVENUE,QUEENS,40.73042782,-73.85801043,1,1
2/28/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11207,510 RIVERDALE AVENUE,BROOKLYN,40.66270379,-73.89711136,1,4
11/23/13 21:12,Department of Transportation,Street Light Condition,Street Light Cycling,,11355,,QUEENS,40.74838814,-73.82691604,0,2
12/13/13 13:05,Department of Transportation,Traffic Signal Condition,Ped Multiple Lamps,,,,MANHATTAN,NA,NA,0,3
12/15/13 18:34,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,11230,1570 EAST 15 STREET,BROOKLYN,40.61133255,-73.95877898,0,5
9/25/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,10301,5 SLOSSON TERRACE,STATEN ISLAND,40.63962474,-74.07578228,1,2
7/21/13 0:21,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,108-20 34 AVENUE,QUEENS,40.75630831,-73.86042416,3,3
3/18/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10456,1064 CARROLL PLACE,BRONX,40.83112003,-73.9192261,1,1
11/18/13 17:18,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,2054 EAST 38TH STREET,BROOKLYN,40.60955585,-73.92898431,3,3
6/21/13 20:32,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10023,37 WEST 72 STREET,MANHATTAN,40.77686918,-73.9774842,0,3
8/5/13 23:49,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,10033,2372 AMSTERDAM AVENUE,MANHATTAN,40.84589512,-73.93252347,3,3
5/29/13 17:08,P - Manhattan and Bronx,Dirty Conditions,E13 Throw-Out,Sidewalk,10027,133 WEST 123 STREET,MANHATTAN,40.80693619,-73.94751406,3,2
8/15/13 20:57,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10003,65 ST MARKS PLACE,MANHATTAN,40.72802505,-73.98629693,2,2
6/26/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11203,651 BROOKLYN AVENUE,BROOKLYN,40.65807334,-73.9451515,1,1
10/22/13 0:00,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10464,98 DITMARS STREET,BRONX,40.84945943,-73.78859168,1,2
6/19/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,1901 DORCHESTER ROAD,BROOKLYN,40.64102899,-73.96033886,1,1
6/24/13 12:27,Department of Parks and Recreation,Overgrown Tree/Branches,Clear Street Light,Street,11221,,BROOKLYN,40.69088341,-73.91250139,3,5
11/15/13 0:00,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,11436,141-22 ROCKAWAY BOULEVARD,QUEENS,40.67412398,-73.79884869,1,1
9/5/13 19:54,Department of Information Technology and Telecommunications,Public Payphone Complaint,No Dial Tone,Street and Sidewalk,11235,,BROOKLYN,40.5938073,-73.94060978,3,5
